experiment,img_set,filename,y_shift,x_shift
20210506_CCI_Microscopy_Normalization_Het_HEPES_RT,20210506-150137,20210506-150137-1,9.0,-5.0
20210506_CCI_Microscopy_Normalization_Het_HEPES_RT,20210506-150137,20210506-150137-2,-26.0,0.0
20210506_CCI_Microscopy_Normalization_Het_HEPES_RT,20210506-150137,20210506-150137-3,12.0,-1.0
20210506_CCI_Microscopy_Normalization_Het_HEPES_RT,20210506-150137,20210506-150137-4,3.0,-1.0
20210506_CCI_Microscopy_Normalization_Het_HEPES_RT,20210506-150137,20210506-150137-5,0.0,-5.0
20210506_CCI_Microscopy_Normalization_Het_HEPES_RT,20210506-150137,20210506-150137-6,6.0,-3.0
20210506_CCI_Microscopy_Normalization_Het_HEPES_RT,20210506-150137,20210506-150137-7,7.0,-2.0
20210506_CCI_Microscopy_Normalization_Het_HEPES_RT,20210506-151144,20210506-151144-0,0.0,1.0
20210506_CCI_Microscopy_Normalization_Het_HEPES_RT,20210506-151144,20210506-151144-1,12.0,-6.0
20210506_CCI_Microscopy_Normalization_Het_HEPES_RT,20210506-151144,20210506-151144-2,-4.0,2.0
20210506_CCI_Microscopy_Normalization_Het_HEPES_RT,20210506-151144,20210506-151144-3,13.0,1.0
20210506_CCI_Microscopy_Normalization_Het_HEPES_RT,20210506-151144,20210506-151144-4,2.0,0.0
20210506_CCI_Microscopy_Normalization_Het_HEPES_RT,20210506-151144,20210506-151144-5,0.0,-4.0
20210506_CCI_Microscopy_Normalization_Het_HEPES_RT,20210506-151144,20210506-151144-6,4.0,0.0
20210506_CCI_Microscopy_Normalization_Het_HEPES_RT,20210506-151144,20210506-151144-7,9.0,0.0
20210506_CCI_Microscopy_Normalization_Het_HEPES_RT,20210506-152108,20210506-152108-0,0.0,2.0
20210506_CCI_Microscopy_Normalization_Het_HEPES_RT,20210506-152108,20210506-152108-1,13.0,-5.0
20210506_CCI_Microscopy_Normalization_Het_HEPES_RT,20210506-152108,20210506-152108-2,-13.0,6.0
20210506_CCI_Microscopy_Normalization_Het_HEPES_RT,20210506-152108,20210506-152108-3,23.0,2.0
20210506_CCI_Microscopy_Normalization_Het_HEPES_RT,20210506-152108,20210506-152108-4,4.0,1.0
20210506_CCI_Microscopy_Normalization_Het_HEPES_RT,20210506-152108,20210506-152108-5,0.0,-7.0
20210506_CCI_Microscopy_Normalization_Het_HEPES_RT,20210506-152108,20210506-152108-6,-3.0,0.0
20210506_CCI_Microscopy_Normalization_Het_HEPES_RT,20210506-152108,20210506-152108-7,6.0,1.0
20210506_CCI_Microscopy_Normalization_Het_HEPES_RT,20210506-153024,20210506-153024-0,4.0,3.0
20210506_CCI_Microscopy_Normalization_Het_HEPES_RT,20210506-153024,20210506-153024-1,9.0,-6.0
